bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid,listing_sub_type.is_FSBA,listing_sub_type.is_bankOwned,datePriceChanged,priceChange,priceReduction,newConstructionType,listing_sub_type.is_newHome,unit,group_type,priceSuffix,providerListingID,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,videoCount
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/540706ef4d393872a6a772ce4fcb6e44-p_e.jpg,False,True,False,False,False,False,False,29.92694,1831.0,-95.559105,sqft,7091.568,290000.0,290000.0,2050.0,False,TX,9107 Rippling Fields Dr,256579.0,218820000,290200.0,77064,28469551,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ee7d4414dee8c30cea3b97a887ab5bd8-p_e.jpg,False,True,False,False,False,False,False,29.825607,1344.0,-95.393036,sqft,7248.384,249900.0,249900.0,2094.0,False,TX,436 Neyland St #1,222376.0,219537000,243300.0,77022,161182860,True,,,,,,,# 1,,,,,,,
1.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/67792708096dbfbceaa2f6472d9adc61-p_e.jpg,False,True,False,False,False,False,False,29.863358,768.0,-95.41889,sqft,7701.408,139900.0,139900.0,1400.0,False,TX,814 Granville Dr,95957.0,219537000,131900.0,77091,27887743,True,,,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c2176a30f4876225d43abed6db81a1a3-p_e.jpg,False,True,False,False,False,False,False,29.825636,1742.0,-95.39243,sqft,8245.908,239900.0,239900.0,2895.0,False,TX,508 Neyland St,201539.0,219537000,239700.0,77022,27877439,True,,,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/029ebd4ff29a21b1bdbaf6680aedf3c1-p_e.jpg,False,True,False,False,False,False,False,29.591087,1967.0,-95.23271,sqft,7479.252,289999.0,289999.0,1999.0,False,TX,10815 Sagetrail Dr,213605.0,220400000,289500.0,77089,28156293,True,,1714460400000.0,-5000.0,"$5,000 (Apr 30)",,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/33be8b95bcb96d1da28ac305005f03db-p_e.jpg,False,True,False,False,False,False,False,29.619242,1433.0,-95.382065,sqft,4190.472,260000.0,260000.0,1849.0,False,TX,2659 Skyview Ridge Ct,210658.0,220878000,261100.0,77047,80559379,True,,,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fbe4f5e841370648b0e33651feb06645-p_e.jpg,False,True,False,False,False,False,False,29.614632,1319.0,-95.30733,sqft,4181.76,249500.0,249500.0,1795.0,False,TX,6414 Wenlock Dr,229160.0,221238000,247800.0,77048,338053451,True,,,,,,,,,,,,,,
4.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7ff8b48480b4d615fffce9e56de37062-p_e.jpg,False,True,False,False,False,False,False,29.658285,2992.0,-95.51871,sqft,1738.044,350000.0,350000.0,3150.0,False,TX,8003 Oakington Dr,373296.0,221715000,344400.0,77071,28249401,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/744975e81a298c8017544b39f4897897-p_e.jpg,False,True,False,False,False,False,False,29.995861,2433.0,-95.44418,sqft,5662.8,389000.0,389000.0,2500.0,False,TX,14554 Northern Mountain Ct,301286.0,222073000,388400.0,77090,161385809,True,,,,,,,,,,,,,,
1.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9f1adfa7ef1118a844827a1c38c5f264-p_e.jpg,False,True,False,False,False,False,False,29.832155,1485.0,-95.46744,sqft,6599.34,344900.0,344900.0,1900.0,False,TX,5117 W 43rd St,222382.0,222073000,342400.0,77092,27979666,True,,1716966000000.0,-5000.0,"$5,000 (May 29)",,,,,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/d27f9b156e73165d90ceda6027d25d61-p_e.jpg,False,True,False,False,False,False,False,29.742563,1428.0,-95.52487,acres,7.8472,233000.0,233000.0,1160.0,False,TX,2232 S Piney Point Rd APT 101,172501.0,222449000,230000.0,77063,28248693,True,,,,,,,Apt 101,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/af4937cd540731b27599f0804540fa2c-p_e.jpg,False,True,False,False,False,False,False,29.806482,,-95.43035,acres,0.7498,5850000.0,5850000.0,,False,TX,1726 W 23rd St,,222456000,,77008,351431887,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8f1a98798ade64b9e4550fcc4805418e-p_e.jpg,False,True,False,False,False,False,False,29.88327,3158.0,-95.67209,sqft,6873.768,475000.0,475000.0,2525.0,False,TX,7218 Broadelm Dr,377439.0,222935000,475000.0,77095,62566473,True,,,,,,,,,,,,,,
3.0,5.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/63cdb7c797946d88586a73f9bf68e84b-p_e.jpg,False,True,False,False,False,False,False,29.624077,2736.0,-95.24794,sqft,6865.056,309990.0,309990.0,2500.0,False,TX,9139 Blackhawk Blvd,281150.0,223053000,308200.0,77075,89650889,True,,1713250800000.0,-5010.0,"$5,010 (Apr 16)",,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4191590b28e8f0410a9087aab8f4c55e-p_e.jpg,False,True,False,False,False,False,False,29.615765,2143.0,-95.25835,sqft,5323.032,299999.0,299999.0,2250.0,False,TX,10307 Collin Park,255000.0,223173000,298700.0,77075,68417560,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/23a5292a7fe52290324eeb951810d3e7-p_e.jpg,False,True,False,False,False,False,False,29.816698,2160.0,-95.397705,sqft,2600.532,565900.0,565900.0,2375.0,False,TX,135 E 33rd St,461138.0,223292000,565700.0,77018,27763323,True,,,,,,,,,,,,,,
5.0,5.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6dae56409ef131513f976ce37532d423-p_e.jpg,False,True,False,False,False,False,False,29.794134,4839.0,-95.49896,acres,0.2542699724517906,1900000.0,1900000.0,8500.0,False,TX,8506 Westview Dr,488963.0,223292000,1897900.0,77055,27971634,,,1716879600000.0,-25000.0,"$25,000 (May 28)",BUILDER_SPEC,True,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/13a0802e8c912cca56275e984db6c778-p_e.jpg,False,True,False,False,False,False,False,29.954824,1869.0,-95.49591,sqft,6298.776,249999.0,249999.0,1990.0,False,TX,12114 Essenbruk Dr,220324.0,224248000,250400.0,77066,28414260,True,,1716966000000.0,-25000.0,"$25,000 (May 29)",,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5b4cf60fd8c63e08c9da800670c8f53b-p_e.jpg,False,True,False,False,False,False,False,29.616152,2540.0,-95.38077,sqft,5163.0,268990.0,268990.0,2400.0,False,TX,2723 Skyview Forest Dr,264010.0,224248000,265000.0,77047,80390057,True,,,,,,,,,,,,,,
5.0,5.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/09daeb52452f15323b4357dfe11f3495-p_e.jpg,False,True,False,False,False,False,False,29.684141,5162.0,-95.429115,sqft,7800.0,1795000.0,1795000.0,10558.0,False,TX,3302 Elmridge St,1175931.0,224248000,1741000.0,77025,27945447,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/85355ef7e2eff045f1e7272a89ded223-p_e.jpg,False,True,False,False,False,False,False,29.828339,1844.0,-95.31118,sqft,7148.196,299400.0,299400.0,2214.0,False,TX,5517 Kittridge St,,224248000,297300.0,77028,344707187,,,1712818800000.0,-5600.0,"$5,600 (Apr 11)",BUILDER_SPEC,True,,,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/29baf162488bcf5dacf47d48ee3447cc-p_e.jpg,False,True,False,False,False,False,False,29.686502,1600.0,-95.38141,acres,15.5427,199900.0,199900.0,2097.0,False,TX,3212 Holly Hall St,,224975000,198100.0,77054,2144636058,True,,1717225200000.0,-12100.0,"$12,100 (Jun 1)",,,,,,,,,,
4.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/35b77e963b8828755d8611c91a1c2fa4-p_e.jpg,False,True,False,False,False,False,False,29.73317,3251.0,-95.47286,sqft,6599.34,1075000.0,1075000.0,5426.0,False,TX,5422 Fairdale Ln,865576.0,226289000,1071600.0,77056,27950331,True,,,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/93c29359ff5839f0822e8855732c2c24-p_e.jpg,False,True,False,False,False,False,False,29.737873,2114.0,-95.64204,acres,0.26,314500.0,314500.0,2350.0,False,TX,14323 Wickersham Ln,225948.0,226289000,315000.0,77077,28181704,True,,,,,,,,,,,,,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/62dd699ab0fb511fa2c7763bbd8f25c7-p_e.jpg,False,True,False,False,False,False,False,29.56316,3156.0,-95.075134,sqft,1736.0,454900.0,454900.0,3300.0,False,TX,3 Laurelwood Dr,459869.0,226408000,452500.0,77058,161364345,True,,1717225200000.0,-10100.0,"$10,100 (Jun 1)",,,,,,,,,,1.0
4.0,5.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a1dd69ba782857bde12393e89e306b40-p_e.jpg,False,True,False,False,False,False,False,29.722576,4440.0,-95.58883,sqft,9709.0,1325000.0,1325000.0,7570.0,False,TX,3331 Louvre Ln,1158400.0,226930000,1313700.0,77082,68412761,True,,1717225200000.0,75000.0,,,,,,,,,,,
4.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a5a97da27f378ec14a88f034e17efe62-p_e.jpg,False,True,False,False,False,False,False,29.88798,3491.0,-95.52707,sqft,7474.896,625000.0,625000.0,3650.0,False,TX,8710 Andante Dr,539737.0,227288000,626100.0,77040,28534807,True,,,,,,,,,,,,,,
1.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b1c8921500f788c6ec232da5a11cb85d-p_e.jpg,False,True,False,False,False,False,False,29.727848,4303.0,-95.28534,sqft,5500.0,599900.0,599900.0,1099.0,False,TX,7846 Dayton St,298171.0,227884000,601100.0,77012,27769472,True,,,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/a9849222539022bb3933867735e9e776-p_e.jpg,False,True,False,False,False,False,False,29.66116,,-95.34931,acres,1.1548,649900.0,649900.0,1849.0,False,TX,7920 Jutland Rd,,228123000,,77033,2058026215,True,,,,,,,,,,,,,,
1.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/4f76fa3195e911d194681f36300b8f39-p_e.jpg,False,True,False,False,False,False,False,29.754885,918.0,-95.48208,acres,1.4695,215000.0,215000.0,1243.0,False,TX,1223 Augusta Dr APT 3,146335.0,228969000,213700.0,77057,28412302,True,,,,,,,Apt 3,,,,,,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3d3205d057313b00fa81737a5f9ce8be-p_e.jpg,False,True,False,True,False,False,False,29.641768,2257.0,-95.3982,,,434995.0,434995.0,1399.0,False,TX,2021 Kirby Landing Dr,,230406000,,77051,2079103096,,,1717225200000.0,36005.0,,BUILDER_SPEC,True,,,,28892794,,,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/80e683daab4ab5beeb7530778495452b-p_e.jpg,False,True,False,False,False,False,False,29.783028,2283.0,-95.42253,sqft,1650.924,535900.0,535900.0,3399.0,False,TX,2739 Cohn St,512158.0,230760000,538800.0,77007,112163010,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.996417999267578,-95.50873565673828&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Tw10hs3eqRHyjfPkR71ZCAakYvw=",False,True,False,False,False,False,False,29.996418,2096.0,-95.508736,sqft,4369.068,315000.0,315000.0,2250.0,False,TX,14719 Sierra Garden Dr,302506.0,231111000,313200.0,77069,305341791,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1e4d8f11e367256ab9f782664d096d01-p_e.jpg,False,True,False,False,False,False,False,29.731476,2506.0,-95.608986,sqft,7858.224,189990.0,189990.0,2650.0,False,TX,3106 Ashfield Dr,482614.0,231111000,190200.0,77082,97636014,,,1717311600000.0,10000.0,,BUILDER_SPEC,True,,,,,,,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/1af246bb681b9e7c2cfde5a0d9b789a0-p_e.jpg,False,True,False,False,False,False,False,29.704496,2688.0,-95.42428,sqft,1300.0,649000.0,649000.0,3499.0,False,TX,2943 Brompton Square Dr,541917.0,232066000,646900.0,77025,62582353,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/1c6da937d3830240e1fc482fea486bf2-p_e.jpg,False,True,False,False,False,False,False,29.672455,1068.0,-95.57607,acres,4.5905,95000.0,95000.0,528.0,False,TX,9797 Leawood Blvd APT 1103,88156.0,232903000,92900.0,77099,28467955,True,,,,,,,Apt 1103,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d9edeb71c8fea0d2a2d12cad933f111e-p_e.jpg,False,True,False,True,False,False,False,29.86844,1076.0,-95.28114,,,235900.0,235900.0,1380.0,False,TX,"Atticus Plan, Wayside Village",,236417000,235300.0,77016,2054674174,,,1714114800000.0,3000.0,,BUILDER_PLAN,True,# IKUHAI,BUILDER_COMMUNITY,+,30216198,,,,
1.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6820cd8f761a5af93cd7956e1a403035-p_e.jpg,False,True,False,False,False,False,False,29.811169,1153.0,-95.35928,sqft,7949.7,479000.0,479000.0,1650.0,False,TX,905 Woodard St,315630.0,239073000,477200.0,77009,27874847,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/48d22b7ea371c5c54c7c13b51e98294d-p_e.jpg,False,True,False,False,False,False,False,29.755686,2772.0,-95.387695,sqft,5000.0,1350000.0,1350000.0,6928.0,False,TX,508 W Clay St,,244212000,,77019,2099278867,True,,,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4de16b76f6efe209f7a764f4c21bc081-p_e.jpg,False,True,False,False,False,False,False,29.693853,1252.0,-95.33768,sqft,6692.0,255000.0,255000.0,1849.0,False,TX,5210 Keystone St,128564.0,248723000,251900.0,77021,27951179,True,,,,,,,,,,,Sat. 3-5pm,True,"[{'open_house_end': 1717891200000, 'open_house_start': 1717884000000}]",
5.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/753845750011c91610dd24e2c0d19a1d-p_e.jpg,False,True,False,False,False,False,False,29.583431,2249.0,-95.25282,sqft,7313.724,418995.0,418995.0,2999.0,False,TX,2715 Camden Hill Ln,371803.0,252173000,419700.0,77089,126261111,True,,,,,,,,,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/32e27dd0f139a6cd48dc7c9e6425398b-p_e.jpg,False,True,False,False,False,False,False,29.752464,1520.0,-95.584076,sqft,1400.0,212000.0,212000.0,1800.0,False,TX,1625 Prairie Grove Dr,246438.0,252635000,212900.0,77077,28240161,True,,,,,,,,,,,,,,
4.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/18a3d3ea915c652b8d41c50de9973a0f-p_e.jpg,False,True,False,False,False,False,False,29.5666,3597.0,-95.24986,sqft,8781.696,484800.0,484800.0,3800.0,False,TX,2330 Dolan Falls Ln,522094.0,253830000,484900.0,77089,251269384,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/68a1cfb25c9e5a9914b0985c2f4bb948-p_e.jpg,False,True,False,False,False,False,False,29.688602,1140.0,-95.39161,acres,4.9767,160000.0,160000.0,1569.0,False,TX,2120 El Paseo St APT 2607,149672.0,255757000,158300.0,77054,28420028,True,,,,,,,Apt 2607,,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/00cd332f17ae3d09927793458b721ddd-p_e.jpg,False,True,False,False,False,False,False,29.995825,1605.0,-95.5133,acres,10.6869,175000.0,175000.0,1800.0,False,TX,14911 Wunderlich Dr APT 1307,174921.0,255757000,173100.0,77069,28442169,True,,,,,,,Apt 1307,,,,,,,
2.0,1.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/59376063c511975fb47197b25d2bdab4-p_e.jpg,False,True,False,False,False,False,False,29.753405,975.0,-95.36359,,,329000.0,329000.0,1927.0,False,TX,1211 Caroline St UNIT 1504,377603.0,255876000,328200.0,77002,305349969,True,,,,,,,Unit 1504,,,,,,,
3.0,4.0,Humble,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9be66b99987aff42ea0641f1383c3436-p_e.jpg,False,True,False,False,False,False,False,30.05389,2479.0,-95.21203,sqft,10201.752,382600.0,382600.0,2294.0,False,TX,2403 Villa Creek Dr,313857.0,256116000,382400.0,77339,28230731,True,,,,,,,,,,,,,,
2.0,3.0,Webster,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0f4766ef7172aa6ad2f9d13ea8e5694f-p_e.jpg,False,True,False,False,False,False,False,29.55459,2068.0,-95.139915,sqft,6599.34,316000.0,316000.0,2250.0,False,TX,15927 Eastcape Dr,303088.0,256354000,315600.0,77598,28344187,True,,,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/7ee1df1f5a04f3b9524747371bf8f418-p_e.jpg,False,True,False,False,False,False,False,29.854204,,-95.42604,acres,0.3651,269000.0,269000.0,2500.0,False,TX,0 Adolph Dr,,256473000,,77091,2099575462,True,,,,,,,,,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/276bb9d313b5d626288d32a34f6e4037-p_e.jpg,False,True,False,False,False,False,False,29.741114,1642.0,-95.47825,acres,2.0493,319000.0,319000.0,1393.0,False,TX,2409 Bering Dr #18,199027.0,256474000,,77057,28353488,True,,,,,,,# 18,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/948685bb0a3ea2fad5ad4b4a53eef7d9-p_e.jpg,False,True,False,False,False,False,False,30.014627,2222.0,-95.45542,sqft,2108.0,218000.0,218000.0,2199.0,False,TX,17160 Beaver Springs Dr #3,197261.0,256474000,217800.0,77090,28206666,True,,,,,,,# 3,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c3f2dd28182ec1dcd65e2d1b1d3fa1bd-p_e.jpg,False,True,False,False,False,False,False,29.826557,1644.0,-95.46676,sqft,6895.548,449000.0,449000.0,2600.0,False,TX,5118 Hialeah Dr,380488.0,257619000,447300.0,77092,28015789,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e15f03a35654ccd1821cce63688b60df-p_e.jpg,False,True,False,False,False,False,False,29.920973,2888.0,-95.17039,sqft,9404.604,425000.0,425000.0,2800.0,False,TX,13411 Popes Creek Ln,434900.0,259573000,422500.0,77044,80597926,True,,,,,,,,,,,Sun. 1-3pm,True,"[{'open_house_end': 1717970400000, 'open_house_start': 1717963200000}]",
2.0,3.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ed90c784ce2e308395d33ead06c32049-p_e.jpg,False,True,False,False,False,False,False,29.963634,1563.0,-95.48329,sqft,7248.384,204900.0,204900.0,1735.0,False,TX,12203 Northcliffe Manor Dr,211095.0,260052000,205000.0,77066,28373896,True,,1717225200000.0,-4100.0,"$4,100 (Jun 1)",,,,,,,,,,
2.0,3.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a684ef6860a5caa572093d7c69fb5b6e-p_e.jpg,False,True,False,False,False,False,False,29.695307,1841.0,-95.60558,sqft,6760.512,280000.0,280000.0,1849.0,False,TX,12719 Braewood Glen Ln,218320.0,260411000,277900.0,77072,28236960,True,,,,,,,,,,,,,,1.0
4.0,3.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f26c63f2417fdcb2e410a7ea2dd5e4a9-p_e.jpg,False,True,False,False,False,False,False,29.728615,1716.0,-95.37065,,,389900.0,389900.0,2800.0,False,TX,2343 Eagle St,64549.0,261360000,386000.0,77004,339418677,,,,,,BUILDER_SPEC,True,,,,,,,,
1.0,2.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/41d4ee016503ff67c6277eb164e1dde8-p_e.jpg,False,True,False,False,False,False,False,29.73666,1640.0,-95.2586,sqft,7027.0,325000.0,325000.0,1300.0,False,TX,201 Armstrong St,252438.0,261836000,323100.0,77029,84031776,True,,,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/524c20c2b750733aa6c25a8371888fdc-p_e.jpg,False,True,False,False,False,False,False,29.683735,3658.0,-95.332245,sqft,6298.0,599000.0,599000.0,1350.0,False,TX,5839 Southwell St,65499.0,261956000,,77033,27942680,,,,,,NEW_CONSTRUCTION_TYPE_OTHER,True,,,,,,,,
3.0,3.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/cfac494a0d5d281e55a338248f9f43e7-p_e.jpg,False,True,False,False,False,False,False,29.836052,1675.0,-95.41553,sqft,1524.6,359000.0,359000.0,2600.0,False,TX,4861 Rich Oak Dr,374579.0,262075000,358900.0,77018,305340759,True,,1717225200000.0,-900.0,$900 (Jun 1),,,,,,,,,,
2.0,1.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/08d31027c28f9a5f4eb337ff0e7bb24c-p_e.jpg,False,True,False,False,False,False,False,29.751532,1118.0,-95.46136,,,474000.0,474000.0,2795.0,False,TX,1600 Post Oak Blvd UNIT 806,520700.0,263746000,471400.0,77056,80556487,True,,,,,,,Unit 806,,,,,,,
2.0,3.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ef77cdbfc727decef7a9ecaca82f3b54-p_e.jpg,False,True,False,False,False,False,False,29.879215,1100.0,-95.42359,sqft,7200.468,240000.0,240000.0,1594.0,False,TX,958 Conklin St,117134.0,265180000,237400.0,77088,27900907,True,,,,,,,,,,,,,,
3.0,2.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/6e56b7179dbc87aa05148fc88ee9d5d7-p_e.jpg,False,True,False,False,False,False,False,29.545023,1280.0,-95.09125,acres,2.9796,169500.0,169500.0,1865.0,False,TX,18204 Heritage Ln #8204,182177.0,265300000,167300.0,77058,28202744,True,,,,,,,# 8204,,,,,,,
3.0,2.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/5301af149d90e5e976deb58599e660d1-p_e.jpg,False,True,False,False,False,False,False,29.678436,1312.0,-95.549515,acres,2.9546,120000.0,120000.0,1646.0,False,TX,9350 Country Creek Dr APT 5,84262.0,265300000,118100.0,77036,28390043,True,,,,,,,Apt 5,,,,Tue. 4:30-6pm,True,"[{'open_house_end': 1717549200000, 'open_house_start': 1717543800000}, {'open_house_end': 1717635600000, 'open_house_start': 1717630200000}, {'open_house_end': 1717808400000, 'open_house_start': 1717803000000}, {'open_house_end': 1717880400000, 'open_house_start': 1717873200000}]",
1.0,1.0,Houston,USA,USD,3,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/f84ada5e1a0eecd080ff3c6e5429f881-p_e.jpg,False,True,False,False,False,False,False,29.714249,838.0,-95.53326,acres,2.0444,124000.0,124000.0,,False,TX,8555 Sands Point Dr #90,,266029000,,77036,351412112,True,,,,,,,# 90,,,,,,,
